0.9588184	2.7396747E-5
0.9586474	6.814876E-4
0.95850265	0.0013355421
0.95839083	0.001989551
0.9582396	0.0030002617
0.9581278	0.0038920355
0.95804894	0.004664881
0.9579832	0.0056754733
0.9579372	0.0065077147
0.9579307	0.007429063
0.9578979	0.008766537
0.95793086	0.009985036
0.9579572	0.01093606
0.95802313	0.012213955
0.9581153	0.013402652
0.9581943	0.014710249
0.9582931	0.015631452
0.95839185	0.016433772
0.9585169	0.017236056
0.95861566	0.018038375
0.95871437	0.018781254
0.9588394	0.019316051
0.9589381	0.019910326
0.9590369	0.020534324
0.9591685	0.021247435
0.9592804	0.021841694
0.9594186	0.022465635
0.9595502	0.023000423
0.9596884	0.023683805
0.95979375	0.02421863
0.95994514	0.024991157
0.960057	0.025466532
0.9602281	0.026030986
0.96035314	0.026506342
0.96048474	0.02698169
0.96068877	0.027664982
0.96087956	0.02825913
0.96104413	0.028853314
0.96122175	0.029298877
0.9613929	0.029893052
0.96159685	0.030398019
0.9617745	0.030903023
0.96195877	0.03131886
0.96214306	0.031883292
0.9623536	0.03232881
0.9625971	0.032863446
0.9627682	0.033249576
0.9629787	0.03363565
0.96316296	0.034051485
0.9633867	0.03443754
0.96366966	0.0349424
0.9639131	0.03526899
0.96415657	0.035655018
0.9644198	0.036159907
0.9646764	0.036545917
0.9649659	0.036961604
0.9652291	0.037258446
0.96545935	0.037495892
0.96568304	0.037614465
0.9659726	0.037881546
0.9662884	0.038089152
0.96655154	0.038207673
0.96684104	0.038355872
0.96710426	0.03847439
0.9674398	0.038503647
0.967828	0.038532827
0.9680846	0.038532473
0.9683872	0.03847261
0.9686964	0.038323577
0.96903855	0.038233943
0.96937406	0.03805515
0.9696964	0.037876382
0.96999246	0.037608486
0.9702227	0.037400123
0.97045296	0.03713232
0.970703	0.036894206
0.97099245	0.036566876
0.9712359	0.036239613
0.97145295	0.035852943
0.9716174	0.035555508
0.97184765	0.035139102
0.97203183	0.034722757
0.9721831	0.034217298
0.97236735	0.033860393
0.97250545	0.033473834
0.9726699	0.032849472
0.9728212	0.032284573
0.97303826	0.031689856
0.9733277	0.030738397
0.9734526	0.030262694
0.97359735	0.0296978
0.9738999	0.028478835
0.97406435	0.027973358
0.97418934	0.027349051
0.974288	0.026903104
0.9745708	0.025505843
0.9747023	0.024673482
0.9747944	0.023989782
0.9748865	0.02336552
0.97501796	0.022592602
0.97510344	0.021730585
0.9751758	0.020928027
0.9753073	0.019917345
0.9753796	0.018728418
0.97545844	0.01780697
0.97551763	0.016707225
0.97553724	0.01534005
0.9755569	0.014002594
0.97553706	0.0126651935
0.9755041	0.011387253
0.97543824	0.01019852
0.9753921	0.008980038
0.9753196	0.007850754
0.9752143	0.006959282
0.9751419	0.0061569256
0.97504973	0.005324876
0.97491807	0.0044631604
0.9748193	0.00363112
0.9747074	0.0028882597
0.9745824	0.0022048587
0.9744902	0.0017294566
0.97437835	0.0011351993
0.9742862	7.48959E-4
0.97419405	3.627187E-4
0.9740888	3.593789E-5

